3	327	1
8	13	1
8	39	1
8	52	1
8	63	1
8	79	1
8	85	1
8	125	1
8	151	2
8	165	1
8	179	1
8	238	1
8	240	2
8	264	1
8	286	1
8	328	1
8	333	2
8	340	1
8	349	1
8	400	1
8	408	1
8	420	2
8	424	1
8	441	1
8	465	1
8	553	1
8	564	1
8	574	1
8	591	1
8	628	1
8	634	1
8	705	1
8	724	1
8	735	1
8	742	1
8	760	1
8	761	1
8	830	1
8	843	1
8	850	1
8	887	1
8	910	1
8	947	1
8	953	1
8	954	1
8	969	1
8	974	1
8	1024	1
8	1027	2
8	1072	1
8	1088	1
8	1114	1
8	1122	1
8	1125	1
8	1146	1
8	1189	1
8	1205	1
8	1210	1
12	240	1
12	954	1
12	1205	1
13	85	6
13	127	1
13	142	1
13	173	1
13	178	1
13	224	2
13	226	2
13	255	2
13	264	1
13	295	2
13	305	1
13	327	1
13	333	1
13	340	2
13	349	6
13	357	2
13	400	1
13	408	8
13	420	1
13	437	1
13	465	1
13	487	1
13	525	2
13	551	1
13	553	1
13	564	1
13	574	1
13	578	1
13	581	1
13	674	2
13	689	1
13	696	1
13	705	3
13	720	1
13	742	1
13	753	1
13	847	2
13	850	1
13	857	4
13	901	1
13	917	1
13	924	1
13	943	1
13	950	1
13	1028	1
13	1034	1
13	1065	1
13	1088	6
13	1096	1
13	1114	3
13	1154	1
13	1158	2
13	1188	1
13	1189	4
13	1198	1
14	35	1
14	38	1
14	67	1
14	178	1
14	264	1
14	333	2
14	340	1
14	369	1
14	382	1
14	390	1
14	485	1
14	591	1
14	635	1
14	684	1
14	705	1
14	759	1
14	806	1
14	898	1
14	1114	1
14	1208	1
17	39	1
17	63	1
17	149	1
17	264	1
17	307	1
17	308	1
17	333	1
17	340	1
17	454	1
17	473	1
17	609	1
17	705	1
17	724	1
17	981	1
17	1015	1
17	1037	1
17	1092	1
17	1114	1
17	1210	1
26	142	1
26	924	1
26	1034	1
26	1096	1
27	85	1
27	125	1
27	142	2
27	151	1
27	226	1
27	307	1
27	308	1
27	349	1
27	408	1
27	487	1
27	705	1
27	849	1
27	857	1
27	924	2
27	947	1
27	981	1
27	994	1
27	1015	1
27	1027	1
