2	3	7
2	4	8
2	5	2
2	7	8
2	8	8
2	15	1
2	17	2
2	18	1
2	22	5
2	25	5
2	30	2
2	36	1
2	37	2
2	41	6
2	43	4
2	44	3
2	45	4
2	50	6
2	51	3
2	53	7
2	54	6
2	55	5
2	57	2
2	58	3
2	60	2
2	61	3
2	63	1
2	66	3
2	70	1
2	71	6
2	72	11
2	73	1
2	74	5
2	75	2
2	76	3
2	78	1
2	85	1
2	86	5
2	87	1
2	90	1
2	92	3
2	98	1
2	105	2
2	114	2
2	117	1
2	120	2
2	124	1
2	125	1
2	136	2
2	141	2
2	146	1
2	148	9
2	154	1
2	161	4
2	164	2
2	166	2
2	169	8
2	170	2
2	171	3
2	174	12
2	177	9
2	185	1
2	186	1
2	187	1
2	189	4
2	193	8
2	198	2
2	202	2
2	210	8
2	213	1
2	214	1
2	216	5
2	220	1
2	222	4
2	224	5
2	226	1
2	231	8
2	243	1
2	244	3
2	265	1
2	280	1
2	284	6
2	317	2
2	323	2
2	324	1
2	328	1
2	366	2
2	367	1
2	370	5
2	381	1
2	391	1
2	420	1
3	4	4
3	5	1
3	7	6
3	8	9
3	15	1
3	17	2
3	18	2
3	22	4
3	25	3
3	30	2
3	37	2
3	38	1
3	41	4
3	43	3
3	44	4
3	45	1
3	50	4
3	51	1
3	53	7
3	54	1
3	55	5
3	57	4
3	60	1
3	61	1
3	63	1
3	66	2
3	71	4
3	72	7
3	73	1
3	74	5
3	76	4
3	79	2
3	86	3
3	87	1
3	91	2
3	92	1
3	105	1
3	117	1
3	120	2
3	122	1
3	124	1
3	141	3
3	145	1
3	146	3
3	148	6
3	154	1
3	158	2
3	161	1
3	164	1
3	166	3
3	169	4
3	171	1
3	174	7
3	177	9
3	189	2
3	193	6
3	198	4
3	202	2
3	210	5
3	214	3
3	222	5
3	224	3
3	226	1
3	231	9
3	244	3
3	258	1
3	280	1
3	281	1
3	284	8
3	290	2
3	317	1
3	323	1
3	324	1
3	328	1
3	366	3
3	370	2
3	381	2
3	391	1
3	415	1
3	420	2
4	5	1
4	7	4
4	8	6
4	14	1
4	15	1
4	17	5
4	22	7
4	25	6
4	30	3
4	37	1
4	41	6
4	43	4
4	44	3
4	45	5
4	50	4
4	51	2
4	53	4
4	54	14
4	55	5
4	57	7
4	58	4
4	60	2
4	61	4
4	63	1
4	66	4
4	70	1
4	71	8
4	72	4
4	73	1
4	74	2
4	75	4
4	76	5
4	79	1
4	80	1
4	86	3
4	87	1
4	88	1
4	89	1
4	90	3
4	91	1
4	92	6
4	97	1
4	98	1
4	105	5
4	117	4
4	120	2
4	122	1
4	124	1
4	129	2
4	136	4
4	141	1
4	146	3
4	148	3
4	151	1
4	154	3
4	158	1
4	161	6
4	164	1
4	165	1
4	169	3
4	171	2
4	174	10
4	177	7
4	185	2
4	186	4
4	187	3
4	189	6
4	193	3
4	198	6
4	199	1
4	202	2
4	204	1
4	210	4
4	213	1
4	214	1
4	216	2
4	219	2
4	220	1
4	222	5
4	224	3
4	226	2
4	229	2
4	231	3
4	243	1
4	244	1
4	273	3
4	274	1
4	280	1
4	284	1
4	290	1
4	317	2
4	323	3
4	324	3
4	329	1
4	334	1
4	340	1
4	344	1
4	367	3
4	370	2
4	381	2
4	382	1
4	391	2
4	399	1
4	420	1
4	421	1
5	7	2
5	8	2
5	15	1
5	22	1
5	25	2
5	30	1
5	36	1
5	37	1
5	41	2
5	43	2
5	44	1
5	50	2
5	51	1
5	53	2
5	54	2
5	55	2
5	57	1
5	60	1
5	61	1
5	63	1
5	66	2
5	70	1
5	71	2
5	72	2
5	73	1
5	74	1
5	76	2
5	85	1
5	86	2
5	87	1
5	90	1
5	92	3
5	98	1
5	114	1
5	117	1
5	120	1
5	141	1
5	148	2
